40  2016-04-28  708.26  714.17  689.55  691.02  2851100  0.00  0.00  0.00
40  2016-04-27  707.29  708.98  692.36  705.84  3086700  44.44  33.33  11.11
40  2016-04-26  725.42  725.77  703.03  708.14  2727200  50.00  50.00  0.00
40  2016-04-25  716.10  723.93  715.59  723.15  1955600  0.00  0.00  0.00
40  2016-04-22  726.30  736.12  713.61  718.77  5939200  4.08  12.24  28.55
40  2016-04-21  755.38  760.45  749.55  759.14  2742500  50.00  50.00  0.00
40  2016-04-20  758.00  758.13  750.01  752.67  1525600  0.00  0.00  0.00
40  2016-04-19  769.51  769.90  749.33  753.93  2027600  0.00  0.00  0.00
40  2016-04-18  760.46  768.05  757.30  766.61  1556000  0.00  0.00  0.00
40  2016-04-15  753.98  761.00  752.69  759.00  1800400  0.00  0.00  0.00
40  2016-04-14  754.01  757.31  752.71  753.20  1131000  0.00  0.00  0.00
40  2016-04-13  749.16  754.38  744.26  751.72  1707100  0.00  0.00  0.00
40  2016-04-12  738.00  743.83  731.01  743.09  1349700  0.00  0.00  0.00
40  2016-04-11  743.02  745.00  736.05  736.10  1211800  0.00  0.00  0.00
40  2016-04-08  743.97  745.45  735.55  739.15  1285800  0.00  0.00  0.00
40  2016-04-07  745.37  747.00  736.28  740.28  1429500  0.00  0.00  0.00
40  2016-04-06  735.77  746.24  735.56  745.69  1050200  0.00  0.00  0.00
40  2016-04-05  738.00  742.80  735.37  737.80  1129800  0.00  0.00  0.00
40  2016-04-04  750.06  752.80  742.43  745.29  1134200  0.00  0.00  0.00
40  2016-04-01  738.60  750.34  737.00  749.91  1574900  0.00  0.00  0.00
40  2016-03-31  749.25  750.85  740.94  744.95  1712400  0.00  0.00  0.00
40  2016-03-30  750.10  757.88  748.74  750.53  1781000  0.00  0.00  0.00
40  2016-03-29  734.59  747.25  728.76  744.77  1902100  0.00  0.00  0.00
40  2016-03-28  736.79  738.99  732.50  733.53  1299800  0.00  0.00  0.00
40  2016-03-24  732.01  737.75  731.00  735.30  1564800  0.00  0.00  0.00
